Titel,Werktitel,Übersetzter Titel,Autor*in,Mitwirkende/r,Digitalisat,Inhaltstyp,Hochschulschrift,Inhaltstyp,Inhalt,Beschreibung,Verknüpfte Titel,Anmerkungen,Serie,Verlag,Erschienen,Verlauf,Ausgabe,Nachdruck,Format,Häufigkeit,Sprache,Gebunden mit,Rechte,Thema,MESH Schlagwörter,Klassifikation,Ist enthalten in,Kursinformationen,Anmerkungen,Anmerkungen,Thema,Identifikator,Lokale Signatur,Quelle,Link
SmartGuide – A Smartphone Museum Guide with Ultrasound Control,,,"Bihler, Pascal   Imhoff, Paul   Cremers, Armin B.",,,,,,,"While smartphones are well equipped for outdoor localization tasks, they usually do not provide support for identifying an indoor point of interest. This especially prohibits the context aware use of smartphones for guidance tasks inside a building, e. g. a museum. Alternatives like the use of near field communication (NFC) or barcode tagging demands an explicit interaction of the user with the tag, as well as dedicated sensors on the users’ phone. WiFi triangulation requires a calibration step for every distinct location. We found that ultrasonic signals, sent by a cheap, stand-alone emitter, can be the basis of a light-weight smartphone based proximity detection system. Using this technique we developed a prototypical context-aware museum guide and tested it successfully in public.",,,,Elsevier B.V,,,,,,,Englisch,,2011,,,,"Procedia computer science, 2011, Vol.5, p.586-592",,,,,ISSN: 1877-0509 EISSN: 1877-0509 DOI: 10.1016/j.procs.2011.07.076,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_1016_j_procs_2011_07_076
Development of Mobile Indoor Positioning System Application Using Android and Bluetooth Low Energy with Trilateration Method,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,"2017 International Conference on Soft Computing, Intelligent System and Information Technology (ICSIIT)",,,,,DOI: 10.1109/icsiit.2017.64,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1109_icsiit_2017_64
The Application of Machine Learning Techniques on Channel Frequency Response Based Indoor Positioning in Dynamic Environments,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,"2018 IEEE International Conference on Sensing, Communication and Networking (SECON Workshops)",,,,,DOI: 10.1109/seconw.2018.8396358,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1109_seconw_2018_8396358
A Graph-Based Method for Indoor Subarea Localization with Zero-Configuration,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,"2016 Intl IEEE Conferences on Ubiquitous Intelligence & Computing, Advanced and Trusted Computing, Scalable Computing and Communications, Cloud and Big Data Computing, Internet of People, and Smart World Congress (UIC/ATC/ScalCom/CBDCom/IoP/SmartWorld)",,,,,DOI: 10.1109/uic-atc-scalcom-cbdcom-iop-smartworld.2016.0054,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1109_uic_atc_scalcom_cbdcom_iop_smartworld_2016_0054
Improved Fingerprinting based Indoor Positioning System with Hybrid Sensor Fusion to Overcome the Practical Hinderance,,,,,,,,,,"Indoor tracking has evolved with various methods, and the most popularly used method is using signal strength measuring techniques like trilateration, triangulation, and fingerprinting, etc. Out of all the popular techniques, the Wi-Fi fingerprinting method to localize users has been attracting much attention because it doesn’t require any line- of- sight. The offline phase takes into account of LOS or any permanent hindrances to the access point radio signal during the recording of the Fingerprinting dataset. In the online phase by comparing the RSSI values and using KNN /WKNN can detect the location of one’s position in indoor where the GPS signals can’t be reached. The offline phase requires much more effort to capture RSSI values, and any change in the environment or location of the Wi-Fi access point requires all the calibration in offline need to repeat, which is tedious. Even a temporary moving block like humans/doors/new construction will affect the accuracy of positioning in the online phase. The proposed algorithm detects the affected Wi-Fi nodes hindered by blocks and eliminates those during the online comparison phase, so then improves the accuracy. This algorithm also is useful in identifying the block is permanent or temporary to optimize the retake of the offline phase. The experimental result shows that the proposed hybrid sensor fused method improves the position estimation over the Fingerprinting method.",,,,,,,,,,,Englisch,,,,,,"International journal of recent technology and engineering, 2019-12, Vol.8 (4), p.2789-2792",,,,,ISSN: 2277-3878 EISSN: 2277-3878 DOI: 10.35940/ijeat.B2298.129219,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_35940_ijeat_b2298_129219
Improved Fingerprinting based Indoor Positioning System with Hybrid Sensor Fusion to Overcome the Practical Hinderance,,,,,,,,,,"Indoor tracking has evolved with various methods, and the most popularly used method is using signal strength measuring techniques like trilateration, triangulation, and fingerprinting, etc. Out of all the popular techniques, the Wi-Fi fingerprinting method to localize users has been attracting much attention because it doesn’t require any line- of- sight. The offline phase takes into account of LOS or any permanent hindrances to the access point radio signal during the recording of the Fingerprinting dataset. In the online phase by comparing the RSSI values and using KNN /WKNN can detect the location of one’s position in indoor where the GPS signals can’t be reached. The offline phase requires much more effort to capture RSSI values, and any change in the environment or location of the Wi-Fi access point requires all the calibration in offline need to repeat, which is tedious. Even a temporary moving block like humans/doors/new construction will affect the accuracy of positioning in the online phase. The proposed algorithm detects the affected Wi-Fi nodes hindered by blocks and eliminates those during the online comparison phase, so then improves the accuracy. This algorithm also is useful in identifying the block is permanent or temporary to optimize the retake of the offline phase. The experimental result shows that the proposed hybrid sensor fused method improves the position estimation over the Fingerprinting method.",,,,,,,,,,,Englisch,,,,,,"International journal of recent technology and engineering, 2019-12, Vol.8 (4), p.2789-2792",,,,,ISSN: 2277-3878 EISSN: 2277-3878 DOI: 10.35940/ijeat.B2298.129219,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_35940_ijeat_b2298_129219
Improved Fingerprinting based Indoor Positioning System with Hybrid Sensor Fusion to Overcome the Practical Hinderance,,,,,,,,,,"Indoor tracking has evolved with various methods, and the most popularly used method is using signal strength measuring techniques like trilateration, triangulation, and fingerprinting, etc. Out of all the popular techniques, the Wi-Fi fingerprinting method to localize users has been attracting much attention because it doesn’t require any line- of- sight. The offline phase takes into account of LOS or any permanent hindrances to the access point radio signal during the recording of the Fingerprinting dataset. In the online phase by comparing the RSSI values and using KNN /WKNN can detect the location of one’s position in indoor where the GPS signals can’t be reached. The offline phase requires much more effort to capture RSSI values, and any change in the environment or location of the Wi-Fi access point requires all the calibration in offline need to repeat, which is tedious. Even a temporary moving block like humans/doors/new construction will affect the accuracy of positioning in the online phase. The proposed algorithm detects the affected Wi-Fi nodes hindered by blocks and eliminates those during the online comparison phase, so then improves the accuracy. This algorithm also is useful in identifying the block is permanent or temporary to optimize the retake of the offline phase. The experimental result shows that the proposed hybrid sensor fused method improves the position estimation over the Fingerprinting method.",,,,,,,,,,,Englisch,,,,,,"International journal of recent technology and engineering, 2019-12, Vol.8 (4), p.2789-2792",,,,,ISSN: 2277-3878 EISSN: 2277-3878 DOI: 10.35940/ijeat.B2298.129219,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_35940_ijeat_b2298_129219
Locating Rogue Access Point Using Fine-Grained Channel Information,,,"Wang, Chen   Zheng, Xiuyuan   Chen, Yingying   Yang, Jie",,,,,,,"Rogue access point (AP) has emerged as an important security problem in WLANs. However, it is a challenge task to localize the rogue AP with both high accuracy and minimal infrastructure cost. Either expensive professional infrastructure (e.g., multiple wireless sniffers) or additional hardware (e.g., directional antenna) need to be pre-deployed for rogue AP localization with high cost. Moreover, existing methods using Received Signal Strength (RSS) result in a large error as RSS is suffered from the multipath and shadowing effects in complex wireless environment. In this work, we exploit the channel state information (CSI), which is readily available from commercial Wi-Fi devices, to locate the rogue AP with high accuracy. We use only a single off-the-shelf Wi-Fi device for rogue AP localization which involves minimal infrastructure requirement. Our proposed rogue AP localization framework consists of two components: direction determination and position estimation. The direction determination can be carried out by using the human blocking effect on the CSI amplitude or phase. The multiple antennas on the Wi-Fi devices can be further utilized to enhance the rogue AP direction estimation. Given the estimated direction, two schemes are proposed to pinpoint the position of the rogue AP: determining directions at multiple locations grounded on triangulation and walking towards the rogue AP with direction adjustment. Results from extensive experiments in both indoor and outdoor environments show that our framework can achieve more practical and accurate rogue AP localization when comparing with the existing RSS-based approach.",,,,LOS ALAMITOS: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2017",Computer science    Hardware    IEEE 802.11 (Standard)    Mobile computing    Technology    Telecommunication    Triangulation    Walking,,,"IEEE transactions on mobile computing, 2017-09, Vol.16 (9), p.2560-2573",,,,,ISSN: 1536-1233 EISSN: 1558-0660 DOI: 10.1109/TMC.2016.2629473 CODEN: ITMCCJ,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_000407399100013CitationCount
Machine Learning-Based Indoor Localization System with Human Computer Interaction System,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,Journal of Advances in Engineering and Technology,,,,,ISSN: 2961-5410 DOI: 10.54389/wpdk5680,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_54389_wpdk5680
A multi-source fusion localization method based on mutated signal segmentation fitting,,,"Hua, Hangbo   Li, Mingxuan   Xia, Jianhao   Kong, Ming",,,,,,,"To address the issues of insufficient localization accuracy, low matching efficiency, and high cost of fingerprint library construction in complex indoor environments, a multi-source fusion localization method based on mutated signal segmentation fitting (MSSF) and an improved adaptive unscented Kalman filter is proposed. Firstly, a segmentation partitioning strategy integrating Delaunay Triangulation, flood-like lighting algorithm, and localized fitting algorithm for small-area segmentation is designed to construct a double-layer fingerprint library (DLFL) based on a virtual access point signal propagation attenuation model. This achieves high-precision signal fitting and rapid zone matching under sparse sampling conditions. Secondly, an improved adaptive unscented Kalman Filter algorithm incorporating Sage-Husa filtering is proposed. It dynamically estimates the observation noise covariance through an innovation augmentation mechanism, enhancing its robustness in non-linear noise environments characterized by Wi-Fi signal fluctuations and PDR drift. Combined with the DLFL, this further realizes a localization algorithm that fuses Wi-Fi signals and PDR information. Experimental results show that the proposed MSSF algorithm achieves an average error of merely 1.508 dB across 12 test points; the DLFL based on MSSF reduces the online matching time from 0.024 s to 0.004 s; and the multi-source fusion localization algorithm achieves a per-step average error of 0.326 m, representing a 56.7% improvement compared to traditional fusion localization methods. These results validate the comprehensive advantages of the proposed method in terms of accuracy, efficiency, and adaptability.",,,,Bristol: IOP Publishing Ltd,,,,,,,Englisch,,,Engineering    Technology,,,"Measurement science & technology, 2026-05, Vol.37 (20), p.206301, Article 206301",,,,,ISSN: 0957-0233 EISSN: 1361-6501 DOI: 10.1088/1361-6501/ae6884,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_1088_1361_6501_ae6884
New signal location method based on signal-range data for proximity tracing tools,,,"Montanha, Aleksandro   Polidorio, Airton M.   Romero-Ternero, María del Carmen",,,,,,,"Several technological solutions have emerged over the last several months to support proximity contact tracing to fight the COVID-19 pandemic. For this reason, today more than ever, accurate signal location is needed, even in indoor public areas (supermarkets, public transport, etc.). In a previous work, we proposed five methods to solve the problem of signal localization using elements of pole-polar geometry. The proposals were innovative, since they solved a geometric problem (locating a point in a coordinate system) only by applying concepts of geometry. Among these developed methods, the PPC (Pole-Polar Centroid model) was also presented. Although the PPC solves the problem of locating a device with better precision than conventional methods (based on numerical or optimization methods), its accuracy was found to be the worst among the five proposed geometric methods. In this context, this work proposes an extension to our PPC method, called the weighted Pole-Polar Centroid method (wPPC), which improves the accuracy of the previous PPC results. Such an extension does not change the complexity O(m2) or the minimum dimensionality (m = 2) of nodes, which integrate a location network to perform the triangulation of such signals. Moreover, this extension estimates a device's location coordinates by means of the interaction, via signals, of this device with the network nodes distributed in any coordinate system. An IEEE 802.11 network infrastructure is used to accomplish the experiments. Errors in signal data are common, and our new proposed method, the wPPC, can mitigate the influence of these errors, produce more accurate results than the PPC, and outperform some of the other four proposed geometric methods and current numeric methods. Despite the use of an IEEE 802.11 network infrastructure for testing here, this range-based method for signal triangulation can be applied to any signal type (such as Wi-Fi, Bluetooth, and light and sound propagation).",,,,LONDON: Elsevier Ltd,,,,,,,Englisch,,2021 The Authors 2021 The Authors. 2021 The Authors 2021,Computer science    Contact Tracing    Signal processing    Technology,,,"Journal of network and computer applications, 2021-04, Vol.180, p.103006-103006, Article 103006",,,,,ISSN: 1084-8045 ISSN: 1095-8592 EISSN: 1095-8592 EISSN: 1084-8045 DOI: 10.1016/j.jnca.2021.103006 PMID: 34173430,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_000633025700002CitationCount
New signal location method based on signal-range data for proximity tracing tools,,,"Montanha, Aleksandro   Polidorio, Airton M.   Romero-Ternero, María del Carmen",,,,,,,"Several technological solutions have emerged over the last several months to support proximity contact tracing to fight the COVID-19 pandemic. For this reason, today more than ever, accurate signal location is needed, even in indoor public areas (supermarkets, public transport, etc.). In a previous work, we proposed five methods to solve the problem of signal localization using elements of pole-polar geometry. The proposals were innovative, since they solved a geometric problem (locating a point in a coordinate system) only by applying concepts of geometry. Among these developed methods, the PPC (Pole-Polar Centroid model) was also presented. Although the PPC solves the problem of locating a device with better precision than conventional methods (based on numerical or optimization methods), its accuracy was found to be the worst among the five proposed geometric methods. In this context, this work proposes an extension to our PPC method, called the weighted Pole-Polar Centroid method (wPPC), which improves the accuracy of the previous PPC results. Such an extension does not change the complexity O(m2) or the minimum dimensionality (m = 2) of nodes, which integrate a location network to perform the triangulation of such signals. Moreover, this extension estimates a device's location coordinates by means of the interaction, via signals, of this device with the network nodes distributed in any coordinate system. An IEEE 802.11 network infrastructure is used to accomplish the experiments. Errors in signal data are common, and our new proposed method, the wPPC, can mitigate the influence of these errors, produce more accurate results than the PPC, and outperform some of the other four proposed geometric methods and current numeric methods. Despite the use of an IEEE 802.11 network infrastructure for testing here, this range-based method for signal triangulation can be applied to any signal type (such as Wi-Fi, Bluetooth, and light and sound propagation).",,,,LONDON: Elsevier Ltd,,,,,,,Englisch,,2021 The Authors 2021 The Authors. 2021 The Authors 2021,Computer science    Contact Tracing    Signal processing    Technology,,,"Journal of network and computer applications, 2021-04, Vol.180, p.103006-103006, Article 103006",,,,,ISSN: 1084-8045 ISSN: 1095-8592 EISSN: 1095-8592 EISSN: 1084-8045 DOI: 10.1016/j.jnca.2021.103006 PMID: 34173430,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_000633025700002CitationCount
Determining the coordinates of a mobile robot in an industrial space using BLE technology based on RSSI data received from base stations,,,"Nevliudov, I.Sh   Novoselov, S.P.   Sychova, O.V.   Tesliuk, S.I.",,,,,,,"Existing global positioning technologies cannot be applied indoors, where the signal from satellites or communication towers is significantly reduced or completely absent due to signal weakening in the walls of the building. Wireless network technologies such as Bluetooth or Wi-Fi can also be used in the process of local determining the mobile platforms position in industrial premises. But such methods have a problem with providing the required accuracy. The relevance of these studies is associated with solving the problem of local positioning of mobile robots in a room with an accuracy of ten centimeters. The article presents a comparative analysis of determining coordinates’ principles by the AOA, TOA, TDOA and RSSI methods. It is proposed to use BLE technologies based on the RSSI data received from base stations. Using the triangulation method, formulas are obtained for solving the problem of determining the coordinates of an object moving in space. The software and hardware complex architecture has been developed. It is proposed to use ESP32 modules as base radio stations. The RSSI value is very unstable, so the positioning accuracy will depend on the number of base stations and the additional software tools used.",,,,,,,,,,,Englisch,,,,,,"Radiotekhnika, 2022-06 (209), p.185-191",,,,,ISSN: 0485-8972 ISSN: 2786-5525 EISSN: 2786-5525 DOI: 10.30837/rt.2022.2.209.18,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_30837_rt_2022_2_209_18
Determining the coordinates of a mobile robot in an industrial space using BLE technology based on RSSI data received from base stations,,,"Nevliudov, I.Sh   Novoselov, S.P.   Sychova, O.V.   Tesliuk, S.I.",,,,,,,"Existing global positioning technologies cannot be applied indoors, where the signal from satellites or communication towers is significantly reduced or completely absent due to signal weakening in the walls of the building. Wireless network technologies such as Bluetooth or Wi-Fi can also be used in the process of local determining the mobile platforms position in industrial premises. But such methods have a problem with providing the required accuracy. The relevance of these studies is associated with solving the problem of local positioning of mobile robots in a room with an accuracy of ten centimeters. The article presents a comparative analysis of determining coordinates’ principles by the AOA, TOA, TDOA and RSSI methods. It is proposed to use BLE technologies based on the RSSI data received from base stations. Using the triangulation method, formulas are obtained for solving the problem of determining the coordinates of an object moving in space. The software and hardware complex architecture has been developed. It is proposed to use ESP32 modules as base radio stations. The RSSI value is very unstable, so the positioning accuracy will depend on the number of base stations and the additional software tools used.",,,,,,,,,,,Englisch,,,,,,"Radiotekhnika, 2022-06 (209), p.185-191",,,,,ISSN: 0485-8972 ISSN: 2786-5525 EISSN: 2786-5525 DOI: 10.30837/rt.2022.2.209.18,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_30837_rt_2022_2_209_18
